time_s,angle_rad
3.48,-0.0612325444817543
3.49,-0.07118242233991623
3.5,-0.08077104389667511
3.51,-0.08957817405462265
3.52,-0.09572876989841461
3.53,-0.08013833314180374
3.54,-0.02022302895784378
3.55,-0.000492901133839041
3.56,-0.020921310409903526
3.57,-0.023225247859954834
3.58,-0.01091016922146082
3.59,-0.018920553848147392
3.6,-0.02485090121626854
3.61,-0.011304806917905807
3.62,-0.026817163452506065
3.63,-0.029855411499738693
3.64,-0.01808183267712593
3.65,-0.027231719344854355
3.66,-0.03618962690234184
3.67,-0.044849902391433716
3.68,-0.05298249050974846
3.69,-0.05558488145470619
3.7,-0.04240397363901138
3.71,-0.0476679690182209
3.72,-0.03277023881673813
3.73,-0.04708148539066315
3.74,-0.05115640163421631
3.75,-0.038105305284261703
3.76,-0.04513876512646675
3.77,-0.03441116586327553
3.78,-0.047523800283670425
3.79,-0.05740872025489807
3.8,-0.06710053235292435
3.81,-0.07648101449012756
3.82,-0.08513030409812927
3.83,-0.0900445505976677
3.84,-0.07388073205947876
3.85,-0.015073925256729126
3.86,0.0034477903973311186
3.87,-0.01876899041235447
3.88,-0.020613431930541992
3.89,-0.0079504931345582
3.9,-0.016223369166254997
3.91,-0.023800792172551155
3.92,-0.018622180446982384
3.93,-0.03930725157260895
3.94,-0.04036344960331917
3.95,-0.025603001937270164
3.96,-0.04297758638858795
3.97,-0.04497474804520607
3.98,-0.03140591084957123
3.99,-0.04329807683825493
4.0,-0.05342116579413414
4.01,-0.06336271017789841
4.02,-0.0730559453368187
4.03,-0.08228301256895065
4.04,-0.09037534892559052
4.05,-0.08567492663860321
4.06,-0.11007895320653915
4.07,-0.09744293987751007
4.08,-0.03970539942383766
4.09,-0.02072713151574135
4.1,-0.03843344748020172
4.11,-0.04063820466399193
4.12,-0.027511917054653168
4.13,-0.03754071146249771
4.14,-0.04753427952528
4.15,-0.05741243064403534
4.16,-0.06709807366132736
4.17,-0.076471708714962
4.18,-0.08510767668485641
4.19,-0.0898180603981018
4.2,-0.07378503680229187
4.21,-0.015295088291168213
4.22,0.0029614828526973724
4.23,-0.019492890685796738
4.24,-0.021510712802410126
4.25,-0.00899982638657093
4.26,-0.016976358368992805
4.27,-0.022583603858947754
4.28,-0.00852652546018362
4.29,-0.028921421617269516
4.3,-0.030833330005407333
4.31,-0.017799165099859238
4.32,-0.0275421105325222
4.33,-0.037249643355607986
4.34,-0.04688579961657524
4.35,-0.05637979879975319
4.36,-0.06565108150243759
4.37,-0.07442855089902878
4.38,-0.08186494559049606
4.39,-0.07195895910263062
4.4,-0.07575448602437973
4.41,-0.06164177507162094
4.42,-0.03694599121809006
4.43,-0.03898973762989044
4.44,-0.025747917592525482
4.45,-0.03685876354575157
4.46,-0.04736674949526787
4.47,-0.05768847092986107
4.48,-0.06776939332485199
4.49,-0.0775519460439682
4.5,-0.08675002306699753
4.51,-0.09452439099550247
4.52,-0.08655158430337906
4.53,-0.09830661863088608
4.54,-0.10918115079402924
4.55,-0.11872413009405136
4.56,-0.12509216368198395
4.57,-0.10860832780599594
4.58,-0.04686577618122101
4.59,-0.024056918919086456
4.6,-0.03226565942168236
4.61,-0.039278775453567505
4.62,-0.02868371643126011
4.63,-0.04177550598978996
4.64,-0.0515449196100235
4.65,-0.061178505420684814
4.66,-0.07060591131448746
4.67,-0.07952405512332916
4.68,-0.0870245099067688
4.69,-0.0773223415017128
4.7,-0.06605169922113419
4.71,-0.057920776307582855
4.72,-0.07220044732093811
4.73,-0.07577525824308395
4.74,-0.061915941536426544
4.75,-0.037340156733989716
4.76,-0.039388079196214676
4.77,-0.026133311912417412
4.78,-0.03729255497455597
4.79,-0.047792717814445496
4.8,-0.05810557305812836
4.81,-0.06817475706338882
4.82,-0.07794348895549774
4.83,-0.08711221814155579
4.84,-0.0947972983121872
4.85,-0.08608942478895187
4.86,-0.07444947957992554
4.87,-0.031344156712293625
4.88,-0.022874487563967705
4.89,-0.03596941754221916
4.9,-0.045558951795101166
4.91,-0.05499935522675514
4.92,-0.06420790404081345
4.93,-0.07291319221258163
4.94,-0.0802101194858551
4.95,-0.06923745572566986
4.96,-0.05408649146556854
4.97,-0.054436519742012024
4.98,-0.03756590560078621
4.99,-0.050592921674251556
5.0,-0.06064062938094139
