episode,time_ms,voltage_v
1.000000000000000000e+00,5.000000000000000278e-02,5.399872064590454102e-01
1.000000000000000000e+00,1.000000000000000056e-01,2.178401231765747070e+00
1.000000000000000000e+00,1.500000000000000222e-01,4.642609119415283203e+00
1.000000000000000000e+00,2.000000000000000111e-01,7.544108867645263672e+00
1.000000000000000000e+00,2.500000000000000000e-01,1.048261833190917969e+01
1.000000000000000000e+00,3.000000000000000444e-01,1.318670749664306641e+01
1.000000000000000000e+00,3.500000000000000333e-01,1.578799915313720703e+01
1.000000000000000000e+00,4.000000000000000222e-01,1.802618789672851562e+01
1.000000000000000000e+00,4.500000000000000666e-01,2.028429412841796875e+01
1.000000000000000000e+00,5.000000000000000000e-01,2.297399711608886719e+01
1.000000000000000000e+00,5.500000000000000444e-01,2.548101806640625000e+01
1.000000000000000000e+00,6.000000000000000888e-01,2.738544845581054688e+01
1.000000000000000000e+00,6.500000000000001332e-01,2.884818458557128906e+01
1.000000000000000000e+00,7.000000000000000666e-01,2.963363265991210938e+01
1.000000000000000000e+00,7.500000000000000000e-01,2.994108390808105469e+01
1.000000000000000000e+00,8.000000000000000444e-01,2.980431747436523438e+01
1.000000000000000000e+00,8.500000000000000888e-01,2.985770034790039062e+01
1.000000000000000000e+00,9.000000000000001332e-01,2.992607879638671875e+01
1.000000000000000000e+00,9.500000000000000666e-01,2.997328758239746094e+01
1.000000000000000000e+00,1.000000000000000000e+00,2.990754508972167969e+01
1.000000000000000000e+00,1.050000000000000044e+00,2.996023178100585938e+01
1.000000000000000000e+00,1.100000000000000089e+00,2.995480728149414062e+01
1.000000000000000000e+00,1.150000000000000133e+00,3.000696182250976562e+01
1.000000000000000000e+00,1.200000000000000178e+00,3.000052070617675781e+01
1.000000000000000000e+00,1.250000000000000000e+00,3.004707717895507812e+01
1.000000000000000000e+00,1.300000000000000266e+00,2.998040962219238281e+01
1.000000000000000000e+00,1.350000000000000089e+00,3.003218460083007812e+01
1.000000000000000000e+00,1.400000000000000133e+00,3.002514076232910156e+01
1.000000000000000000e+00,1.450000000000000178e+00,3.007135772705078125e+01
1.000000000000000000e+00,1.500000000000000000e+00,3.000429344177246094e+01
1.000000000000000000e+00,1.550000000000000266e+00,3.005570983886718750e+01
1.000000000000000000e+00,1.600000000000000089e+00,3.004915046691894531e+01
1.000000000000000000e+00,1.650000000000000133e+00,3.008298301696777344e+01
1.000000000000000000e+00,1.700000000000000178e+00,2.996902847290039062e+01
1.000000000000000000e+00,1.750000000000000000e+00,3.002104568481445312e+01
1.000000000000000000e+00,1.800000000000000266e+00,3.001433563232421875e+01
1.000000000000000000e+00,1.850000000000000089e+00,3.006075286865234375e+01
1.000000000000000000e+00,1.900000000000000133e+00,2.999390029907226562e+01
1.000000000000000000e+00,1.950000000000000178e+00,3.004549598693847656e+01
1.000000000000000000e+00,2.000000000000000000e+00,3.003924942016601562e+01
1.000000000000000000e+00,2.050000000000000266e+00,3.008525466918945312e+01
1.000000000000000000e+00,2.100000000000000089e+00,3.001795005798339844e+01
1.000000000000000000e+00,2.149999999999999911e+00,3.006915664672851562e+01
1.000000000000000000e+00,2.200000000000000178e+00,3.006220436096191406e+01
1.000000000000000000e+00,2.250000000000000444e+00,3.009582710266113281e+01
1.000000000000000000e+00,2.300000000000000266e+00,2.998163986206054688e+01
1.000000000000000000e+00,2.350000000000000089e+00,3.003345870971679688e+01
1.000000000000000000e+00,2.400000000000000355e+00,3.002643203735351562e+01
1.000000000000000000e+00,2.450000000000000178e+00,3.007265663146972656e+01
1.000000000000000000e+00,2.500000000000000000e+00,3.000559043884277344e+01
1.000000000000000000e+00,2.550000000000000266e+00,3.005699920654296875e+01
1.000000000000000000e+00,2.600000000000000533e+00,3.005041122436523438e+01
1.000000000000000000e+00,2.649999999999999911e+00,3.008423042297363281e+01
1.000000000000000000e+00,2.700000000000000178e+00,2.997025680541992188e+01
1.000000000000000000e+00,2.750000000000000444e+00,3.002225685119628906e+01
1.000000000000000000e+00,2.800000000000000266e+00,3.001551818847656250e+01
1.000000000000000000e+00,2.850000000000000089e+00,3.006191635131835938e+01
1.000000000000000000e+00,2.900000000000000355e+00,2.999504470825195312e+01
1.000000000000000000e+00,2.950000000000000178e+00,3.004662322998046875e+01
1.000000000000000000e+00,3.000000000000000000e+00,3.004034233093261719e+01
1.000000000000000000e+00,3.050000000000000266e+00,3.008633041381835938e+01
1.000000000000000000e+00,3.100000000000000533e+00,3.001900672912597656e+01
1.000000000000000000e+00,3.150000000000000355e+00,3.007019615173339844e+01
1.000000000000000000e+00,3.200000000000000178e+00,3.006321334838867188e+01
1.000000000000000000e+00,3.250000000000000444e+00,3.009682083129882812e+01
1.000000000000000000e+00,3.300000000000000266e+00,2.998261451721191406e+01
1.000000000000000000e+00,3.350000000000000089e+00,3.003441619873046875e+01
1.000000000000000000e+00,3.400000000000000355e+00,3.002736663818359375e+01
1.000000000000000000e+00,3.450000000000000178e+00,3.007357597351074219e+01
1.000000000000000000e+00,3.500000000000000000e+00,3.000649261474609375e+01
1.000000000000000000e+00,3.550000000000000266e+00,3.005788803100585938e+01
1.000000000000000000e+00,3.600000000000000533e+00,3.005127334594726562e+01
1.000000000000000000e+00,3.650000000000000355e+00,3.008507728576660156e+01
1.000000000000000000e+00,3.700000000000000178e+00,2.997108840942382812e+01
1.000000000000000000e+00,3.750000000000000444e+00,3.002307701110839844e+01
1.000000000000000000e+00,3.800000000000000266e+00,3.001631546020507812e+01
1.000000000000000000e+00,3.850000000000000089e+00,3.006270217895507812e+01
1.000000000000000000e+00,3.900000000000000355e+00,2.999581527709960938e+01
1.000000000000000000e+00,3.950000000000000178e+00,3.004738235473632812e+01
1.000000000000000000e+00,4.000000000000000000e+00,3.004107856750488281e+01
1.000000000000000000e+00,4.050000000000000711e+00,3.008705520629882812e+01
1.000000000000000000e+00,4.100000000000000533e+00,3.001971817016601562e+01
1.000000000000000000e+00,4.150000000000000355e+00,3.007089614868164062e+01
1.000000000000000000e+00,4.200000000000000178e+00,3.006389427185058594e+01
1.000000000000000000e+00,4.250000000000000000e+00,3.009748840332031250e+01
1.000000000000000000e+00,4.299999999999999822e+00,2.998327064514160156e+01
1.000000000000000000e+00,4.350000000000000533e+00,3.003506278991699219e+01
1.000000000000000000e+00,4.400000000000000355e+00,3.002799606323242188e+01
1.000000000000000000e+00,4.450000000000000178e+00,3.007419586181640625e+01
1.000000000000000000e+00,4.500000000000000888e+00,3.000710105895996094e+01
1.000000000000000000e+00,4.549999999999999822e+00,3.005848503112792969e+01
1.000000000000000000e+00,4.600000000000000533e+00,3.005185508728027344e+01
1.000000000000000000e+00,4.650000000000000355e+00,3.008564949035644531e+01
1.000000000000000000e+00,4.700000000000000178e+00,2.997164916992187500e+01
