time_s,angle_rad
0.0,-0.944298505783081
0.01,-0.944298505783081
0.02,-0.9439753890037537
0.03,-0.9433292150497437
0.04,-0.9423556923866272
0.05,-0.9410464763641357
0.06,-0.9393887519836426
0.07,-0.9373655915260315
0.08,-0.9349552989006042
0.09,-0.9321314096450806
0.1,-0.9288623332977295
0.11,-0.9251110553741455
0.12,-0.920834481716156
0.13,-0.9159831404685974
0.14,-0.9105002880096436
0.15,-0.9043214321136475
0.16,-0.8973733186721802
0.17,-0.88957279920578
0.18,-0.8808260560035706
0.19,-0.8710269331932068
0.2,-0.8600555062294006
0.21,-0.8477763533592224
0.22,-0.8340364694595337
0.23,-0.8186628222465515
0.24,-0.8014594912528992
0.25,-0.7822045683860779
0.26,-0.7606462836265564
0.27,-0.7364984154701233
0.28,-0.7094354033470154
0.29,-0.6790858507156372
0.3,-0.6450257897377014
0.31,-0.6067704558372498
0.32,-0.5637653470039368
0.33,-0.5153762698173523
0.34,-0.46087953448295593
0.35,-0.3994532525539398
0.36,-0.33017289638519287
0.37,-0.2520153522491455
0.38,-0.16388048231601715
0.39,-0.06466406583786011
0.4,0.04588544741272926
0.41,0.15045151114463806
0.42,0.24209649860858917
0.43,0.32157111167907715
0.44,0.3899807929992676
0.45,0.4484792649745941
0.46,0.4981727600097656
0.47,0.5400754809379578
0.48,0.5751127004623413
0.49,0.6041542887687683
0.5,0.6279700398445129
0.51,0.6472145318984985
0.52,0.6621718406677246
0.53,0.6726275682449341
0.54,0.6788156628608704
0.55,0.6809027194976807
0.56,0.6789857149124146
0.57,0.6730954647064209
0.58,0.6631985306739807
0.59,0.6491973400115967
0.6,0.6309291124343872
0.61,0.6113808155059814
0.62,0.6051661372184753
0.63,0.5939371585845947
0.64,0.577585756778717
0.65,0.5559496879577637
0.66,0.5486792325973511
0.67,0.5355534553527832
0.68,0.516442596912384
0.69,0.5114650726318359
0.7,0.5000348091125488
0.71,0.4820592403411865
0.72,0.47207072377204895
0.73,0.4550931751728058
0.74,0.4336211681365967
0.75,0.42693060636520386
0.76,0.41252198815345764
0.77,0.39027294516563416
0.78,0.38287803530693054
0.79,0.3671092987060547
0.8,0.34320321679115295
0.81,0.33418142795562744
0.82,0.31608259677886963
0.83,0.31269440054893494
0.84,0.299841046333313
0.85,0.2774564027786255
0.86,0.26993653178215027
0.87,0.2523934543132782
0.88,0.24933403730392456
0.89,0.23590558767318726
0.9,0.21206197142601013
0.91,0.20294667780399323
0.92,0.18290860950946808
0.93,0.17749525606632233
0.94,0.160782128572464
0.95,0.15674333274364471
0.96,0.14112530648708344
0.97,0.13375431299209595
0.98,0.11455965042114258
0.99,0.10941055417060852
1.0,0.09212372452020645
1.01,0.08502545207738876
1.02,0.06553222239017487
1.03,0.059321850538253784
1.04,0.040428128093481064
1.05,0.032517749816179276
1.06,0.011671170592308044
1.07,0.004012279212474823
1.08,-0.016836708411574364
1.09,-0.025313766673207283
1.1,-0.04653957858681679
1.11,-0.05583684891462326
1.12,-0.06737349182367325
1.13,-0.0724475309252739
1.14,-0.06820923835039139
1.15,-0.05893339589238167
1.16,-0.04565179720520973
1.17,-0.036312203854322433
1.18,-0.02797638811171055
1.19,-0.01603415049612522
1.2,-0.0066900248639285564
1.21,-0.007538606878370047
1.22,-0.004388215020298958
1.23,0.00563238887116313
1.24,0.004301480948925018
1.25,0.007597103249281645
1.26,0.017685387283563614
1.27,0.01605141907930374
1.28,0.019917625933885574
1.29,0.030096253380179405
1.3,0.02836582250893116
1.31,0.031820185482501984
1.32,0.04214102402329445
1.33,0.040529102087020874
1.34,0.040944904088974
1.35,0.044444065541028976
1.36,0.05485116317868233
1.37,0.053271327167749405
1.38,0.048590075224637985
1.39,0.031143512576818466
1.4,0.02322492003440857
1.41,0.002283483510836959
1.42,-0.00560564361512661
1.43,-0.026727663353085518
1.44,-0.03542398661375046
1.45,-0.05570366233587265
1.46,-0.06571608036756516
1.47,-0.07435594499111176
1.48,-0.08324785530567169
1.49,-0.08993846923112869
1.5,-0.0885343849658966
1.51,-0.08391663432121277
1.52,-0.07444857805967331
1.53,-0.0610489659011364
1.54,-0.051537975668907166
1.55,-0.03877272084355354
1.56,-0.029330676421523094
1.57,-0.02437068149447441
1.58,-0.014813609421253204
1.59,-0.014308885671198368
1.6,-0.011190155521035194
1.61,-0.0012165328953415155
1.62,-0.0022565675899386406
1.63,0.0009034571703523397
1.64,0.01096153724938631
1.65,0.009480379521846771
1.66,0.01299088355153799
1.67,0.023099398240447044
1.68,0.021363208070397377
1.69,0.02547287382185459
1.7,0.035677917301654816
1.71,0.0339224748313427
1.72,0.03556663542985916
1.73,0.04549781233072281
1.74,0.04317091777920723
1.75,0.03372504934668541
1.76,0.011572192423045635
1.77,0.002991810906678438
1.78,-0.01864270307123661
1.79,-0.0272076278924942
1.8,-0.048318490386009216
1.81,-0.057722628116607666
1.82,-0.0676974207162857
1.83,-0.07628615945577621
1.84,-0.08470156788825989
1.85,-0.09048275649547577
1.86,-0.08703150600194931
1.87,-0.07783295214176178
1.88,-0.06469129770994186
1.89,-0.05496637523174286
1.9,-0.04198821261525154
1.91,-0.03258207440376282
1.92,-0.02618240751326084
1.93,-0.015373993664979935
1.94,-0.011178471148014069
1.95,-0.0013352539390325546
1.96,-0.002581436885520816
1.97,0.000614513352047652
1.98,0.01066527795046568
1.99,0.009181887842714787
2.0,0.012691657058894634
2.01,0.022797994315624237
2.02,0.02106500416994095
2.03,0.025165198370814323
2.04,0.035369887948036194
2.05,0.03361773490905762
2.06,0.03539597615599632
2.07,0.04581226035952568
2.08,0.04433955252170563
2.09,0.04461822658777237
2.1,0.0481083020567894
2.11,0.05852959677577019
2.12,0.056947335600852966
2.13,0.05078044906258583
2.14,0.0318412110209465
2.15,0.02371894381940365
2.16,0.002587668364867568
2.17,-0.005354100838303566
2.18,-0.02652081288397312
2.19,-0.03519779443740845
2.2,-0.055537283420562744
2.21,-0.06552324444055557
2.22,-0.07420632988214493
2.23,-0.08282151073217392
2.24,-0.0893624871969223
2.25,-0.08749192208051682
2.26,-0.08137030899524689
2.27,-0.07084372639656067
2.28,-0.05310375988483429
2.29,-0.043124008923769
2.3,-0.03502301499247551
2.31,-0.022662008181214333
2.32,-0.01332977693527937
2.33,-0.012856228277087212
2.34,-0.009740475565195084
2.35,0.00024459490668959916
2.36,-0.0008627694332972169
2.37,0.0023251050151884556
2.38,0.012389524839818478
2.39,0.01086966972798109
2.4,0.014467397704720497
2.41,0.024588685482740402
2.42,0.022842077538371086
2.43,0.026924490928649902
2.44,0.037149474024772644
2.45,0.03541407734155655
2.46,0.03667999431490898
2.47,0.04393235594034195
2.48,0.03956048563122749
2.49,0.022436847910284996
2.5,0.014711778610944748
2.51,-0.006117546930909157
2.52,-0.014233141206204891
2.53,-0.03553864732384682
2.54,-0.04445722699165344
2.55,-0.062417689710855484
2.56,-0.07087621092796326
2.57,-0.08259750157594681
2.58,-0.0875958800315857
2.59,-0.08339747786521912
2.6,-0.07427940517663956
2.61,-0.06118450686335564
2.62,-0.051504217088222504
2.63,-0.03911404684185982
2.64,-0.029468422755599022
2.65,-0.025289498269557953
2.66,-0.015664927661418915
2.67,-0.01503254845738411
2.68,-0.01187665481120348
2.69,-0.001906976685859263
2.7,-0.0029114149510860443
2.71,0.0002377208147663623
2.72,0.0102924769744277
2.73,0.008831031620502472
2.74,0.01229767594486475
2.75,0.022405633702874184
2.76,0.020685279741883278
2.77,0.024759843945503235
2.78,0.03496735915541649
2.79,0.03322602063417435
2.8,0.03523063659667969
2.81,0.04578597843647003
2.82,0.04459192603826523
2.83,0.0474558062851429
2.84,0.05782971531152725
2.85,0.056169889867305756
2.86,0.04939708858728409
2.87,0.029842710122466087
2.88,0.022168565541505814
2.89,0.0014552193460986018
2.9,-0.006453230977058411
2.91,-0.02759537845849991
2.92,-0.036312881857156754
2.93,-0.05644379183650017
2.94,-0.06648316979408264
2.95,-0.0750507265329361
2.96,-0.08417067676782608
2.97,-0.0909312441945076
2.98,-0.08968277275562286
2.99,-0.08571172505617142
3.0,-0.07656627148389816
3.01,-0.0634651929140091
3.02,-0.053737714886665344
3.03,-0.04095091670751572
3.04,-0.03147363290190697
3.05,-0.025886327028274536
3.06,-0.015800412744283676
3.07,-0.01517457701265812
3.08,-0.01202144380658865
3.09,-0.0020515210926532745
3.1,-0.0030463705770671368
3.11,0.00010038664913736284
3.12,0.01015447173267603
3.13,0.008697174489498138
3.14,0.0121545922011137
3.15,0.02226242423057556
3.16,0.020545361563563347
3.17,0.02461262419819832
3.18,0.034820642322301865
3.19,0.03308223932981491
3.2,0.035160839557647705
3.21,0.04572630673646927
3.22,0.04455409198999405
3.23,0.04754840210080147
3.24,0.0578557588160038
3.25,0.05608225613832474
3.26,0.0480521135032177
3.27,0.027242131531238556
3.28,0.019887853413820267
3.29,-0.0005303508951328695
3.3,-0.008669245056807995
3.31,-0.0300015639513731
3.32,-0.038752708584070206
3.33,-0.058465078473091125
3.34,-0.0682695135474205
3.35,-0.07698530703783035
3.36,-0.08437440544366837
3.37,-0.08843816816806793
3.38,-0.08355916291475296
3.39,-0.07389244437217712
3.4,-0.06007612496614456
3.41,-0.05077569559216499
3.42,-0.037959832698106766
3.43,-0.02855953946709633
3.44,-0.023675579577684402
3.45,-0.01414825301617384
3.46,-0.01375828217715025
3.47,-0.010673600248992443
3.48,-0.0006965140928514302
3.49,-0.001761928666383028
3.5,0.0014061868423596025
3.51,0.011466776952147484
3.52,0.009971029125154018
3.53,0.013514013029634953
3.54,0.023624662309885025
3.55,0.02187991514801979
3.56,0.026010708883404732
3.57,0.0362151637673378
3.58,0.03445173799991608
3.59,0.0358286127448082
